filename,authors,journal,doi,database,region,spatialScale,latitude,longitude,numStations,period,dataResolution,recordLength,dataSource,erosivityIndex,methodology,methodCategory,validationMethod,erosivityTrend,percentChange,absoluteChange,trendSignificance,trendDriver,scenario,projectionHorizon,projectedChange245,projectedChange585,gcmModel,cmipGeneration,baselinePeriod,downscalingMethod,uncertaintySource,uncertaintyType,uncertaintyMagnitude,biasCorrection,dataScarcityLevel,satelliteUsed,keyFinding,section,policyLink,qualityScore,readTier,_model_used,_key_used,pub_year,trend_clean,method_clean,resolution_clean,macro_region,scarcity_clean,satellite_clean,significance_clean,quality_num,lat,lon,section_clean,proj_high_emission,proj_medium_emission,proj_year_horizon,proj_baseline,proj_gcm,proj_scenario,proj_confidence,proj_where_found
32.pdf,Talchabhadel et al.2019,E-proceedings of the 38th IAHR World Congress,10.3850/38WC092019-1264,Scopus,Nepal,National,27.7,85.3,,"1961-1990, 2041-2060, 2061-2080",Monthly,30,WorldClim,RUSLE,"Ensembles of ten selected General Circulation Models (GCMs) from WorldClim under two representative concentration pathways (RCP 4.5 and RCP 8.5) were used for projected analysis. Wischmeier and Smith, (1978)’s approach was used to estimate rainfall erosivity.",Statistical,,Increasing,+27.8%,,,Climate change,"RCP 4.5, RCP 8.5","2050s, 2070s",,,Ensemble of 10 GCMs,CMIP5,1961-1990,,,,,,,,"The annual rainfall erosivities are expected to increase by 27.8% in high mountain, 17.76% in upper hill, 17.7% in mid hill, 19.68% in siwalik, and 16.5% in tarai plain of the country in far future under RCP 8.5 with respect to historical time.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key3,2019.0,Increasing,Statistical,Monthly,South/SE Asia,,,,4.0,27.7,85.3,Sec3: Observed Trends,,,,,,,,
3609c0a37b1b47e90cf376f9deb7a036.pdf,Lu et al.2024,Land,10.3390/land13081210,Scopus,Hainan Island,Sub-national,18.25,109.58,38,1971-2020,Daily,49,Meteorological stations,EI30,A daily RE model was identified as a calculation model through an evaluation of model suitability. Daily precipitation data were utilized to calculate the RE.,Statistical,,Increasing,,,,El Niño/Southern Oscillation,,,,,,,,,,,,,Medium,No-ground only,"The study found a significant correlation between RE and ENSO indices, with RE being greater during El Niño periods than La Niña periods.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2024.0,Increasing,Statistical,Daily,Other/Regional,Medium,Ground Only,,4.0,18.25,109.58,Sec3: Observed Trends,,,,,,,,
472-ArticleText-905-1-10-20231014.pdf,Stredova et al.2023,Contributions to Geophysics and Geodesy,10.31577/congeo.2023.53.3.7,Scopus,Czech Republic,National,49.1951,16.6067,111,1991-2021,Sub-hourly,30,Czech Hydrometeorological Institute,EI30,The study used the Universal Soil Loss Equation (USLE) and compared two variants of erosive efficient rains (EER) criteria: VAR AND and VAR OR.,Statistical,,Increasing,,,,Climate change,,,,,,,,,,,,,Low,,"The study found a statistically significant increase in rainfall erosivity factor (R factor) over the study period, highlighting the need to update R-factor values to reflect increasing climate change impacts.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2023.0,Increasing,Statistical,Sub-hourly,Europe,Low,,,4.0,49.1951,16.6067,Sec3: Observed Trends,,,,,,,,
539359045.pdf,Castagna et al.2022,Nativa,https://doi.org/10.31413/nativa.v10i3.13913,Scopus,Brazilian Cerrado Biome,Sub-national,-12.6383,-55.6872,81,2002-2021,Daily,20,Rain gauge stations,EI30,The study used 16 regionally calibrated equations to estimate rainfall erosivity from 20-year historical series of 81 rain gauge stations.,Statistical,,,38.1,,,,,,,,,,,,,,,No,Medium,No-ground only,"The study found that municipalities in northeastern Mato Grosso do Sul presented the highest monthly erosivity indexes, while those in eastern Mato Grosso presented the lowest.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key3,2022.0,,Statistical,Daily,Americas,Medium,Ground Only,,4.0,-12.6383,-55.6872,Sec3: Observed Trends,,,,,,,,
6377431886613839249369669.pdf,Li et al.2021,Journal of Hydrology,10.1016/j.jhydrol.2021.126996,WoS,China,National,35.0,105.0,,1986-2005,Daily,30,CESM,EI30,"Statistically downscaled, bias-corrected Community Earth System Model (CESM) low-warming simulations were used to investigate the future changes in rainfall erosivity in mainland China under the Paris Agreement global warming targets.",Process-based,,Increasing,+33%,,p<0.01,Increases in frequency and intensity of erosive rainfall,SSP1-1.9,Mid-century,,,CESM,CMIP5,1981-2010,Statistical QM,,,,Yes-QM,Low,No-ground only,Limiting global warming to 1.5 ◦C instead of 2 ◦C would reduce 17% of the increase in rainfall erosivity in China.,Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2021.0,Increasing,Process-Based,Daily,China,Low,Ground Only,Significant (p<0.01),4.0,35.0,105.0,Sec4: Modelling,,+33% to +40%,20812100,19862005,CESM,1.5°C & 2°C,HIGH,Abstract
6cfd6c6fc169e2e9eb0aa27c5256e052d316.pdf,Lukić et al.2021,Acta geographica Slovenica,https://doi.org/10.3986/AGS.8754,RefList,Vojvodina (North Serbia),Regional,45.25,19.83,12,1946-2014,Monthly,68,"GloREDa,CHIRPS,GPM",Angot precipitation index,"Relevant parameters (precipitation amounts, Angot precipitation index) were used as indicators of rainfall erosivity.",Statistical,,,,,p<0.05,,Historical,,,,,,,,,,,,,,"Results indicate that various susceptibility classes are identified within the observed period, with a higher presence of very severe rainfall erosion in June and July.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2021.0,,Statistical,Monthly,Other/Regional,,,,3.0,45.25,19.83,Sec3: Observed Trends,,,,,,,,
"Abd Elbasit et al. - 2013 - Spatiotemporal changes of rainfall erosivity in Loess Plateau, China.pdf",Abd Elbasit et al.2013,ISRN Soil Science,10.1155/2013/256352,Scopus,China,Local,varies,varies,42,1960-1999,Daily,40,Rainfall stations,MFI,"The rainfall erosivity has been investigated using the modified Fournier index (MFI), annual rainfall, and precipitation concentration index (PCI).",Statistical,,Decreasing,-10%,,,,Historical,,,,,,1981-2010,,,,,,Low,,"The rainfall erosivity has been found to decrease in the Loess Plateau, China.",Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2013.0,Decreasing,Statistical,Daily,China,Low,,,,,,Sec3: Observed Trends,,,,,,,,
Akintola et al. - 2024 - Impact of climate change on rainfall erosivity in Nigeria.pdf,Akintola et al.2024,FUOYE Journal of Engineering and Technology,10.46792/fuoyejet.v9i2.3,RefList,Nigeria,National,,,46,1960-2022,Daily,62,CRU-TS v4.3,Fournier index,"Rainfall data spanning a period of 62 years, obtained from the website archive of the Climate Research Unit-Time Series v4.3 (CRU-TS v4.3) from the University of East Anglia, United Kingdom, were used to compute rainfall erosivity indices for 46 selected stations in Nigeria, across five agroecological zones of Nigeria.",Statistical,,,,,,,Historical,,,,,,,,,,,,,,Findings of this study can improve understanding of the threats posed by climate change to Nigerian soils. This information will help in developing strategies to mitigate soil erosion and ensure sustainable land management practices.,Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",,Tier1-Full,llama-3.1-8b-instant,Key1,2024.0,,Statistical,Daily,Africa,,,,,,,Sec3: Observed Trends,,,,,,,,
Almagro et al. - 2017 - Projected climate change impacts in rainfall erosivity over Brazil.pdf,Almagro et al.2017,Scientific Reports,10.1038/s41598-017-08298-y,GScholar,Brazil,Continental,-10.0,-55.0,"10,437",1980-2013,Daily,33,"HadGEM2-ES, MIROC5",EI30,"Observed rainfall data and downscaled climate model output based on Hadley Center Global Environment Model version 2 (HadGEM2-ES) and Model for Interdisciplinary Research On Climate version 5 (MIROC5), forced by Representative Concentration Pathway 4.5 and 8.5, to estimate and map rainfall erosivity and its projected changes across Brazil.",Process-based,,Increasing,+109%,,p<0.01,Climate change,"RCP4.5, RCP8.5",2040,,,"HadGEM2-ES, MIROC5",CMIP5,1961-2005,CORDEX RCM,,,,,Low,,"Our results provide an overview of rainfall erosivity in Brazil that may be useful for planning soil and water conservation, and for promoting water and food security.",Sec4:Modelling,"SDG15.3, IPCC AR6, UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2017.0,Increasing,Process-Based,Daily,Americas,Low,,Significant (p<0.01),4.0,-10.0,-55.0,Sec4: Modelling,-41% to +33%,-30% to +17%,20072099,19612005,"HadGEM2-ES, MIROC5","RCP 4.5, 8.5",HIGH,Tables 1 & 2
Analysis_of_rainfall_erosivity_factor_R_on_predict.pdf,Andriyani et al.2024,SAINS TANAH – Journal of Soil Science and Agroclimatology,10.20961/stjssa.v21i1.63641,RefList,Indonesia,Local,,,,1980-2020,Monthly,,,,The Universal Soil Loss Equation (USLE) and The Revised Universal Soil Loss Equation (RUSLE) model are commonly used to predict erosion yield in Indonesia.,Statistical,,,,,p<0.05,,,,,,,,,,,,,,,,The results show that the prediction of soil erosion yields estimates using monthly rainfall data in both models have no significant differences.,Sec2:Theory,,,Tier1-Full,llama-3.1-8b-instant,Key3,2024.0,,Statistical,Monthly,South/SE Asia,,,,,,,Sec2: Theory,,,,,,,,
Angulo-Martínez and Beguería - 2009 - Estimating rainfall erosivity from daily precipitation records A comparison among methods using dat - Copy.pdf,Angulo-Martínez et al.2022,Journal of Hydrology,,Scopus,NE Spain,Local,41.65,-0.9,1,1980-2020,15 min,40,"GloREDa,CHIRPS,GPM",EI30,Daily rainfall erosivity models accurately predicted annual rainfall erosivity. Parametric models with few combined parameters and a periodic function simulating intra-annual rainfall behavior provided the best results.,Statistical,,No trend,0.66,,,,Historical,,,,,,1981-2010,,,,,,Low,No-ground only,Daily rainfall erosivity models accurately predicted annual rainfall erosivity.,Sec4:Modelling,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2022.0,No Trend,Statistical,Sub-hourly,Europe,Low,Ground Only,,3.0,41.65,-0.9,Sec4: Modelling,,,,,,,,
"Angulo-Martínez and Beguería - 2012 - Trends in rainfall erosivity in NE Spain at annual, seasonal and daily scales, 1955–2006 - Copy.pdf",Angulo-Martinez et al.2012,Hydrol. Earth Syst. Sci.,10.5194/hess-16-3551-2012,WoS,NE Spain,Regional,41.65,-0.9,1,1955-2006,Daily,52,Observed,EI30,"The study used the USLE/RUSLE R factor to calculate rainfall erosivity, which is defined as the mean value of the annual cumulative EI30 index.",Statistical,,Decreasing,-,,,Changes in precipitation variability and precipitation extremes,Historical,,,,,,,,,,,,Low,,"A general decrease in annual and seasonal rainfall erosivity was found, which is explained by a decrease of very intense rainfall events whilst the frequency of moderate and low events increased.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2012.0,Decreasing,Statistical,Daily,Europe,Low,,,4.0,41.65,-0.9,Sec3: Observed Trends,,,,,,,,
Angulo-Martínez et al. - 2009 - Mapping rainfall erosivity at a regional scale a comparison of interpolation methods in the Ebro Ba - Copy.pdf,Angulo-Martinez et al.2009,Hydrol. Earth Syst. Sci.,,Scopus,NE Spain,Regional,41.65,-0.9,,1980-2020,15 min,,,EI30,"Global, local and geostatistical interpolation techniques were employed to produce maps of the rainfall erosivity indices, as well as mixed methods.",Statistical,cross-validation scheme,,,,,,Historical,,,,,,,,,,,,,No-ground only,All methods were able to capture the general spatial pattern of both erosivity indices.,Sec2:Theory,,,Tier4-Citation,llama-3.1-8b-instant,Key3,2009.0,,Statistical,Sub-hourly,Europe,,Ground Only,,,41.65,-0.9,Sec2: Theory,,,,,,,,
Assessment_of_water_erosion_in_the_Iguerferouane_w.pdf,Oudour et al.2025,Ecological Engineering & Environmental Technology,10.12912/27197050/210292,WoS,North Africa,Local,31.5,-8.5,1,2020-2025,Daily,5,GloREDa,Erosivity Density,"The erosion potential method (EPM) was applied by integrating multiple factors such as climate, slope, land cover, and soil type.",Empirical,,,,,,,Historical,,,,,,,,,,,,Low,,"Soil erosion in the Iguerferouane basin is driven primarily by the interaction topography, a degrading vegetation, rainfall aggressiveness, and lithological fragility.",Sec4:Modelling,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2025.0,,Statistical,Daily,Africa,Low,,,3.0,31.5,-8.5,Sec4: Modelling,,,,,,,,
Bahizi et al. - 2025 - Malaria outbreak facilitated by increased vector-breeding sites from erosion control pits sustained - Copy (2).pdf,Bahizi et al.2026,Malaria Journal,10.1186/s12936-025-05705-y,Scopus,Uganda,Local,1.0,34.0,,2019,Daily,1,Routine surveillance data analysis,,"A confirmed case was defined as a positive malaria result using a malaria rapid diagnostic test or microscopy from 1 January 2019 to 30 June 2019 in a resident or visitor of Bumbobi or Nyondo Sub-County, Mbale District.",Observation,,,,,p<0.05,,,,,,,,,,,,,,,,"Increased vector breeding sites due to erosion control pits as a soil conservation practice sustained by the intermittent rainfall, likely caused this outbreak.",Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key2,2026.0,,Observational,Daily,Africa,,,,,1.0,34.0,Sec3: Observed Trends,,,,,,,,
Baiamonte et al. - 2019 - Time scale effects and interactions of rainfall erosivity and cover management factors on vineyard s - Copy (2).pdf,Baiamonte et al.2019,Water,10.3390/w11050978,GScholar,Southern Sicily,Local,37.5,13.5,2,1980-2020,Daily,10,"GloREDa,CHIRPS,GPM",EI30,The Revised Universal Soil Loss Equation (RUSLE) model was applied to two Sicilian vineyards to evaluate the impact of Best Management Practice (BMP) on preventing soil erosion.,Process-based,,,,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,MODIS,The impact of BMP in preventing soil erosion is described in terms of average saved soil loss over the 10-year period of observation.,Sec4:Modelling,,3.0,Tier2-Selective,llama-3.1-8b-instant,Key3,2019.0,,Process-Based,Daily,Other/Regional,,MODIS,,3.0,37.5,13.5,Sec4: Modelling,,,,,,,,
Ballabio et al. - 2017 - Mapping monthly rainfall erosivity in Europe - Copy.pdf,Ballabio C et al.2017,Science of the Total Environment,http://dx.doi.org/10.1016/j.scitotenv.2016.11.123,Scopus,Europe,Continental,47.0,15.0,,1980-2020,Monthly,1,"REDES, WorldClim",R-factor,"The Cubist model has been selected among various statistical models to perform the spatial interpolation due to its excellent performance, ability to model non-linearity and interpretability.",Statistical,Cross-validation,Increasing,+100%,,p<0.01,Seasonal patterns,Historical,,,,,,1981-2010,,Model structural,Model structural,,,Low,,"The monthly prediction is an order more difficult than the annual one as it is limited by the number of covariates and, for consistency, the sum of all months has to be close to annual erosivity.",Sec4:Modelling,"SDG15.3, IPCC AR6, UNCCD",5.0,Tier1-Full,llama-3.1-8b-instant,Key1,2017.0,Increasing,Statistical,Monthly,Europe,Low,,Significant (p<0.01),5.0,47.0,15.0,Sec4: Modelling,,,,,,,,
Bellocchi and Diodato - 2020 - Rainfall Erosivity in Soil Erosion Processes - Copy - Copy.pdf,Bellocchi G. and Diodato N.2020,Water,10.3390/w12030722,GScholar,Global,Global,,,,1980-2020,,,,,"This editorial introduces the Special Issue entitled “Rainfall Erosivity in Soil Erosion Processes”, which oﬀers options to ﬁll some of these gaps.",Review,,,,,,,,,,,,,,,,,,,,,"This editorial introduces the Special Issue entitled “Rainfall Erosivity in Soil Erosion Processes”, which oﬀers options to ﬁll some of these gaps.",Sec2:Theory,,,Tier1-Full,llama-3.1-8b-instant,Key2,2020.0,,Review,,Global,,,,,,,Sec2: Theory,,,,,,,,
Beullens et al. - 2014 - Impact of slope aspect on hydrological rainfall and on the magnitude of rill erosion in Belgium and - Copy.pdf,Beullens et al.2014,Catena,114: 129–139,WoS,Northwest Europe,Local,50.85,3.72,6,,,,,,"The study was executed on six barren conical spoil heaps, which are excellent study objects to bring the slope aspect in relation with rill erosion.",Observation,,,,,,,,,,,,,,,,,,,,,"The largest volume of rills was measured on the slopes facing the southwest (96%), which indicates that there is a connection between the slope aspect and the magnitude of rill erosion.",Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2014.0,,Observational,,Europe,,,,,50.85,3.72,Sec3: Observed Trends,,,,,,,,
Bezak et al. - 2022 - Exploring the possible role of satellite-based rainfall data in estimating inter- and intra-annual g - Copy.pdf,Bezak et al.2022,Hydrol. Earth Syst. Sci.,https://doi.org/10.5194/hess-26-1907-2022,Scopus,Global,Global,,,,1998-2019,30-minute,22,CMORPH,Erosivity Density,The suitability of alternative approaches to estimate global rainfall erosivity using satellite-based rainfall data was explored in this study.,Statistical,GloREDa,Increasing,,,p<0.01,,Historical,,,,,,,,,,,Yes-QM,High,GPM,Satellite-based approaches for estimation of rainfall erosivity appear to be more suitable for low-erosivity regions.,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key1,2022.0,Increasing,Statistical,Sub-hourly,Global,High,GPM,Significant (p<0.01),,,,Sec4: Modelling,,,,,,,,
Biasutti and Seager - 2015 - Projected changes in US rainfall erosivity.pdf,Biasutti and Seager2015,Hydrol. Earth Syst. Sci.,10.5194/hess-19-2945-2015,WoS,US,National,37.0902,-95.7129,21,1980-2020,Daily,40,CMIP5,EI30,Downscaled rainfall projections from 21 climate models are used to estimate future changes in rainfall erosivity in the continental United States.,Process-based,,Increasing,+12.4%,,,,Multiple,,,,ensemble of 18,CMIP5,1981-2010,No downscaling,Method of estimation of erosivity,Model structural,+/-15%,,,No-ground only,"The expectation of overall increase in erosivity is confirmed by these calculations, but a quantitative assessment is marred by large uncertainties.",Sec4:Modelling,,3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2015.0,Increasing,Process-Based,Daily,Other/Regional,,Ground Only,,3.0,37.0902,-95.7129,Sec4: Modelling,+36% to +46%,,20792099,19802000,21 CMIP5 models,RCP 8.5,HIGH,Panagos 2022 Table 1
Bookhagen - 2010 - Appearance of extreme monsoonal rainfall events and their impact on erosion in the Himalaya - Copy.pdf,Bookhagen B.2010,"Geomatics, Natural Hazards and Risk",10.1080/19475701003625737,WoS,Himalaya,Regional,28.5,85.5,1,1980-2020,Daily,1,TRMM,Other,"A simple, but robust magnitude-frequency relation for each rainfall pixel is used to show that rainfall greater or equal to the 90th percentile occurs at least twice as often in mountainous terrain as in low-elevation regions.",Statistical,,,,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,TRMM,"Improved statistics for extreme events are key to mitigating the filling of hydropower reservoirs and abrasion of hydropower turbines, as well as to sustaining infrastructure and successful agriculture in the downstream section of the Himalaya.",Sec2:Theory,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2010.0,,Statistical,Daily,Other/Regional,,TRMM,,3.0,28.5,85.5,Sec2: Theory,,,,,,,,
